Time(Sec),P(W/cm2)
189,0.3523378
190,0.3525316
191,0.3525316
192,0.3525704
193,0.3525316
194,0.3525316
195,0.3524929
196,0.3524929
197,0.3524929
198,0.3524929
199,0.3524154
200,0.3518728
201,0.3518728
202,0.351834
203,0.351834
204,0.3517953
205,0.3517953
206,0.3517953
207,0.3517953
208,0.3517565
209,0.3517953
210,0.3517178
211,0.3517178
212,0.3517178
213,0.351679
214,0.351679
215,0.3516403
216,0.3516403
217,0.3516015
218,0.3516015
219,0.3515628
220,0.3521053
221,0.3517178
222,0.3521053
223,0.3520666
224,0.3520666
225,0.3520666
226,0.3520666
227,0.3520278
228,0.3519891
229,0.3519503
230,0.3519503
231,0.3519503
232,0.3519503
233,0.3519503
234,0.3519503
235,0.3519503
236,0.3519503
237,0.3519115
238,0.3519115
239,0.3519115
240,0.351679
241,0.3516403
242,0.3516403
243,0.351679
244,0.351679
245,0.351679
246,0.351679
247,0.351679
248,0.3517178
249,0.3517178
250,0.351524
251,0.3515628
252,0.351524
253,0.3514853
254,0.3514853
255,0.3514465
256,0.3514465
257,0.3514078
258,0.3514078
259,0.351369
260,0.3515628
261,0.3515628
262,0.3515628
263,0.3514852
264,0.3514852
265,0.351524
266,0.3514465
267,0.3514465
268,0.3514077
269,0.3514077
270,0.3510977
271,0.3511365
272,0.3510977
273,0.3510977
274,0.3510977
275,0.3510977
276,0.3510589
277,0.3510589
278,0.3510202
279,0.3509815
280,0.351524
281,0.3514853
282,0.3514465
283,0.3514465
284,0.351369
285,0.351369
286,0.3512915
287,0.3512915
288,0.3512915
289,0.3513303
290,0.351369
291,0.351369
292,0.351369
293,0.351369
294,0.351369
295,0.351369
296,0.3514077
297,0.3514077
298,0.351369
299,0.3514077
300,0.3513303
301,0.3513303
302,0.3513303
303,0.3513303
304,0.3512915
305,0.3512915
306,0.3512915
307,0.3512915
308,0.3512915
309,0.3512915
310,0.3512915
311,0.3512915
312,0.3512915
313,0.3512527
314,0.3512527
315,0.3512527
316,0.3512527
317,0.3512915
318,0.3512527
319,0.3512527
320,0.3512915
321,0.3512527
322,0.3512527
323,0.351214
324,0.3508652
325,0.3509039
326,0.3509039
327,0.3508652
328,0.3508652
329,0.3508652
330,0.3508652
331,0.3508652
332,0.3508652
333,0.3509039
334,0.3505164
335,0.3508264
336,0.351369
337,0.351369
338,0.3513303
339,0.3512915
340,0.3512527
341,0.351214
342,0.351214
343,0.351214
344,0.3511752
345,0.3511752
346,0.3511365
347,0.3511365
348,0.3510977
349,0.3510977
350,0.3507489
351,0.3507489
352,0.3507102
353,0.3507102
354,0.3506714
355,0.3506714
356,0.3506327
357,0.3506327
358,0.3506327
359,0.3506327
360,0.3508652
361,0.3508652
362,0.3508265
363,0.3508265
364,0.3508652
365,0.3508652
366,0.3508652
367,0.3508652
368,0.3508265
369,0.3508265
370,0.3508652
371,0.3507877
372,0.3507877
373,0.3507877
374,0.3507489
375,0.3507489
376,0.3507489
377,0.3507102
378,0.3507489
379,0.3507489
380,0.3502064
381,0.3502064
382,0.3501676
383,0.3501676
384,0.3501676
385,0.3501676
386,0.3501288
387,0.3501288
388,0.3501288
389,0.3501676
390,0.3506714
391,0.3506714
392,0.3506714
393,0.3506327
394,0.3506327
395,0.3506327
396,0.3505939
397,0.3505939
398,0.3505939
399,0.3505939
400,0.3505939
401,0.3505552
402,0.3505552
403,0.3505164
404,0.3505552
405,0.3505552
406,0.3505164
407,0.3504776
408,0.3504389
409,0.3504389
410,0.3501676
411,0.3501289
412,0.3501289
413,0.3500901
414,0.3500514
415,0.3500514
416,0.3500514
417,0.3500126
418,0.3500126
419,0.3500126
420,0.3497801
421,0.3497801
422,0.3497801
423,0.3497801
424,0.3497801
425,0.3498188
426,0.3497801
427,0.3497801
428,0.3497801
429,0.3498188
430,0.3502064
431,0.3502451
432,0.3501676
433,0.3502451
434,0.3502064
435,0.3502064
436,0.3502064
437,0.3501676
438,0.3501676
439,0.3501289
440,0.3496638
441,0.3497026
442,0.3496638
443,0.3496638
444,0.3496638
445,0.3496251
446,0.3496638
447,0.3496251
448,0.3496251
449,0.3496638
450,0.3500901
451,0.3500514
452,0.3500126
453,0.3500126
454,0.3500126
455,0.3497026
456,0.3496638
457,0.3496638
458,0.3496638
459,0.3496638
460,0.3496638
461,0.3496251
462,0.3500901
463,0.3500901
464,0.3501289
465,0.3500126
466,0.3500126
467,0.3500514
468,0.3500126
469,0.3500126
470,0.3499739
471,0.3499739
472,0.3499739
473,0.3499739
474,0.3499739
475,0.3499739
476,0.3499739
477,0.3499351
478,0.3499739
479,0.3499351
480,0.3498963
481,0.3498963
482,0.3498576
483,0.3498963
484,0.3499351
485,0.3498576
486,0.3498576
487,0.3497801
488,0.3498576
489,0.3498188
490,0.3492763
491,0.3492375
492,0.3491988
493,0.3492375
494,0.3492375
495,0.3492763
496,0.3492375
497,0.3492375
498,0.3492375
499,0.3491988
500,0.3496251
501,0.3496638
502,0.3496251
503,0.3496638
504,0.3496251
505,0.3496638
506,0.3496251
507,0.3495863
508,0.3495863
509,0.3495863
510,0.3496251
511,0.3495863
512,0.3496251
513,0.3495863
514,0.3495863
515,0.3495863
516,0.3495863
517,0.3495475
518,0.3495475
519,0.3495088
520,0.3495088
521,0.3495088
522,0.3494701
523,0.3494701
524,0.3494701
525,0.3494701
526,0.3494313
527,0.3493926
528,0.3493926
529,0.3493926
530,0.3494313
531,0.3493538
532,0.3493926
533,0.3493538
534,0.3493538
535,0.3494313
536,0.3494313
537,0.3493926
538,0.3493926
539,0.3493538
540,0.3493538
541,0.349315
542,0.349315
543,0.3494313
544,0.3494313
545,0.3493538
546,0.3493926
547,0.3493538
548,0.3493538
549,0.3493538
550,0.34885
551,0.3487725
552,0.3487725
553,0.3487725
554,0.3487337
555,0.3487725
556,0.3487337
557,0.348695
558,0.348695
559,0.348695
560,0.3487725
561,0.3487338
562,0.3487338
563,0.3487338
564,0.3487338
565,0.3487338
566,0.3487338
567,0.348695
568,0.3486562
569,0.348695
570,0.3491213
571,0.3491213
572,0.3490825
573,0.3490438
574,0.3491213
575,0.3490438
576,0.3490825
577,0.3490825
578,0.3490438
579,0.3490825
580,0.3490438
581,0.3490825
582,0.3490825
583,0.3491213
584,0.3491213
585,0.3491213
586,0.3490825
587,0.3490825
588,0.3490825
589,0.3490825
590,0.3486562
591,0.3485787
592,0.3486175
593,0.3486562
594,0.3486175
595,0.3486175
596,0.3485787
597,0.3486175
598,0.34854
599,0.34854
600,0.348695
601,0.348695
602,0.3487337
603,0.3486562
604,0.3486175
605,0.3486562
606,0.3486562
607,0.3486562
608,0.3486175
609,0.3486562
610,0.3489275
611,0.3489275
612,0.3488887
613,0.3489275
614,0.3488887
615,0.3488887
616,0.34885
617,0.34885
618,0.3488887
619,0.3489275
620,0.3488113
621,0.34885
622,0.34885
623,0.34885
624,0.3488113
625,0.3487725
626,0.3488113
627,0.3488113
628,0.3487337
629,0.3487337
630,0.348695
631,0.348695
632,0.348695
633,0.3486562
634,0.3487337
635,0.3486175
636,0.3486562
637,0.3486175
638,0.3486175
639,0.3486562
640,0.3486175
641,0.3486562
642,0.3486175
643,0.3485787
644,0.3485787
645,0.3486562
646,0.3485787
647,0.3486562
648,0.3486562
649,0.3486562
650,0.3486562
651,0.348695
652,0.348695
653,0.3486562
654,0.3486562
655,0.348695
656,0.348695
657,0.348695
658,0.348695
659,0.3482299
660,0.3486562
661,0.348695
662,0.3486562
663,0.3486175
664,0.3486562
665,0.3486175
666,0.3486175
667,0.3486175
668,0.3486175
669,0.3485787
670,0.34854
671,0.3485787
672,0.34854
673,0.34854
674,0.34854
675,0.34854
676,0.3485012
677,0.3485012
678,0.3484625
679,0.3484237
680,0.3484237
681,0.3483849
682,0.3483849
683,0.3483849
684,0.3483849
685,0.3484237
686,0.3483849
687,0.3484237
688,0.3484237
689,0.3484237
690,0.3484625
691,0.3484625
692,0.3484237
693,0.3485012
694,0.3484625
695,0.3484625
696,0.3484237
697,0.3484237
698,0.3484237
699,0.3484237
700,0.3478424
701,0.3478424
702,0.3478037
703,0.3478037
704,0.3478424
705,0.3478424
706,0.3478424
707,0.3478037
708,0.3478037
709,0.3477649
710,0.3483074
711,0.3483074
712,0.3482687
713,0.3482687
714,0.3482687
715,0.3482687
716,0.3483074
717,0.3482687
718,0.3482687
719,0.3482687
720,0.3482299
721,0.3483074
722,0.3482687
723,0.3482687
724,0.3482299
725,0.3482687
726,0.3482687
727,0.3483074
728,0.3482687
729,0.3482687
730,0.3483074
731,0.3483074
732,0.3482687
733,0.3483074
734,0.3483074
735,0.3483074
736,0.3482687
737,0.3482299
738,0.3482299
739,0.3482687
740,0.3481525
741,0.3482299
742,0.3481912
743,0.3481525
744,0.3481525
745,0.3481525
746,0.3481525
747,0.3481137
748,0.3481137
749,0.3481137
750,0.3481137
751,0.3481137
752,0.3481524
753,0.3481524
754,0.3481524
755,0.3481137
756,0.3480749
757,0.3481137
758,0.3481137
759,0.3480749
760,0.3480749
761,0.3480749
762,0.3480362
763,0.3480749
764,0.3480362
765,0.3480362
766,0.3480362
767,0.3479974
768,0.3480362
769,0.3480362
770,0.3481137
771,0.3481137
772,0.3481524
773,0.3481137
774,0.3481524
775,0.3481524
776,0.3481912
777,0.3481912
778,0.3481524
779,0.3481137
780,0.3481524
781,0.3481137
782,0.3481137
783,0.3481137
784,0.3481137
785,0.3481137
786,0.3481137
787,0.3480749
788,0.3480749
789,0.3480749
790,0.3479974
791,0.3479974
792,0.3479974
793,0.3479974
794,0.3479586
795,0.3479199
796,0.3479199
797,0.3478812
798,0.3478812
799,0.3478812
800,0.3473774
801,0.3474161
802,0.3473774
803,0.3474161
804,0.3474549
805,0.3474161
806,0.3474161
807,0.3474161
808,0.3474161
809,0.3473774
810,0.3478036
811,0.3478424
812,0.3478424
813,0.3478424
814,0.3478424
815,0.3478812
816,0.3478424
817,0.3478812
818,0.3479199
819,0.3478812
820,0.3473774
821,0.3474161
822,0.3474549
823,0.3473774
824,0.3474161
825,0.3473774
826,0.3473774
827,0.3473386
828,0.3473386
829,0.3473386
830,0.3471836
831,0.3471836
832,0.3464473
833,0.3469898
834,0.3468736
835,0.3468348
836,0.3469123
837,0.3468348
838,0.3468348
839,0.3468348
840,0.3474549
841,0.3474161
842,0.3474161
843,0.3473773
844,0.3479199
845,0.3478812
846,0.3478812
847,0.3479199
848,0.3478424
849,0.3478812
850,0.3478424
851,0.3478424
852,0.3478424
853,0.3478424
854,0.3478036
855,0.3478036
856,0.3478036
857,0.3478036
858,0.3477649
859,0.3477649
860,0.3477649
861,0.3477649
862,0.3477261
863,0.3477261
864,0.3477261
865,0.3476874
866,0.3476874
867,0.3476874
868,0.3476874
869,0.3476486
870,0.3472998
871,0.3473386
872,0.3473386
873,0.3472998
874,0.3472998
875,0.3472998
876,0.3472998
877,0.3472611
878,0.3472611
879,0.3472611
880,0.3475711
881,0.3475711
882,0.3475324
883,0.3475324
884,0.3474936
885,0.3474936
886,0.3475324
887,0.3475324
888,0.3475324
889,0.3474936
890,0.3472223
891,0.3472223
892,0.3471836
893,0.3471448
894,0.3471448
895,0.3471448
896,0.3471061
897,0.3471448
898,0.3471061
899,0.3471061
900,0.3468348
901,0.3468348
902,0.346796
903,0.346796
904,0.3465248
905,0.3453621
906,0.3440445
907,0.3427269
908,0.3411768
909,0.3395103
910,0.3383865
911,0.3368363
912,0.3349761
913,0.3330772
914,0.3308295
915,0.3286205
916,0.3257139
917,0.32335
918,0.3205597
919,0.3177694
920,0.3146304
921,0.311065
922,0.307926
923,0.3049806
924,0.3013378
925,0.2973461
926,0.293122
927,0.2887428
928,0.2839373
929,0.2794806
930,0.2756827
931,0.2712261
932,0.2661106
933,0.2605688
934,0.2549494
935,0.2493301
936,0.2434396
937,0.2374327
938,0.2319684
939,0.2268529
940,0.2210786
941,0.2155755
942,0.2103825
943,0.2047244
944,0.1989114
945,0.1927495
946,0.1867427
947,0.1801933
948,0.1752328
949,0.1699623
950,0.1645755
951,0.1597312
952,0.1543057
953,0.1495002
954,0.144811
955,0.1408581
956,0.1373315
957,0.1330686
958,0.1293095
959,0.1254341
960,0.1223338
961,0.119776
962,0.1179158
963,0.1156681
964,0.1131491
965,0.1105914
966,0.1083824
967,0.1065884
968,0.1047166
969,0.1027984
970,0.1009342
971,0.09895027
972,0.09738396
973,0.0963475
974,0.09556241
975,0.09496297
976,0.09383367
977,0.09270052
978,0.0915171
979,0.09045742
980,0.08937455
981,0.08814085
982,0.08677951
983,0.08558835
984,0.08458282
985,0.08351154
986,0.08248281
987,0.08144248
988,0.08051431
989,0.07966347
990,0.0789712
991,0.078306
992,0.07771816
993,0.07708777
994,0.07643031
995,0.07573417
996,0.0752198
997,0.07474411
998,0.07431096
999,0.07374245
1000,0.07317007
1001,0.07254741
1002,0.0719673
1003,0.07147614
1004,0.07098884
1005,0.07047061
1006,0.06994078
1007,0.06935292
1008,0.06873415
1009,0.06817724
1010,0.06769381
1011,0.06721038
1012,0.06670375
1013,0.06608496
1014,0.06552032
1015,0.06492087
1016,0.0644065
1017,0.06389214
1018,0.06347833
1019,0.0629717
1020,0.06247279
1021,0.06203191
1022,0.06162583
1023,0.06129323
1024,0.0609529
1025,0.06052749
1026,0.06010594
1027,0.05961864
1028,0.05916229
1029,0.05875621
1030,0.05835013
1031,0.05795179
1032,0.0574993
1033,0.05701587
1034,0.05660593
1035,0.05618051
1036,0.05581698
1037,0.0554457
1038,0.05504736
1039,0.05467222
1040,0.05426614
1041,0.05392194
1042,0.05354293
1043,0.05319486
1044,0.05280039
1045,0.05241365
1046,0.0520153
1047,0.05169818
1048,0.05138491
1049,0.05108325
1050,0.05069652
1051,0.05032524
1052,0.04997331
1053,0.04959817
1054,0.04928877
1055,0.04885562
1056,0.04851142
1057,0.04812469
1058,0.04774954
1059,0.04742081
1060,0.04708048
1061,0.04671694
1062,0.04638048
1063,0.04602468
1064,0.04571141
1065,0.04543683
1066,0.04512743
1067,0.04481804
1068,0.04446998
1069,0.04415671
1070,0.04397108
1071,0.04370422
1072,0.04337163
1073,0.04298102
1074,0.04264842
1075,0.04225781
1076,0.04194068
1077,0.04161195
1078,0.04129095
1079,0.04095449
1080,0.04062963
1081,0.04028543
1082,0.03994896
1083,0.03964344
1084,0.03933018
1085,0.03905559
1086,0.03876553
1087,0.03847548
1088,0.03815061
1089,0.03782962
1090,0.03756663
1091,0.03726498
1092,0.03701359
1093,0.0367274
1094,0.03644895
1095,0.03615889
1096,0.03589977
1097,0.03562906
1098,0.03539701
1099,0.03512629
1100,0.03486331
1101,0.03456165
1102,0.03425613
1103,0.03398154
1104,0.03370309
1105,0.03341303
1106,0.03308816
1107,0.03279424
1108,0.03251579
1109,0.03223347
1110,0.03198595
1111,0.03174231
1112,0.03149092
1113,0.03126274
1114,0.0310307
1115,0.03075225
1116,0.030497
1117,0.03022241
1118,0.03000197
1119,0.02975445
1120,0.02945666
1121,0.02917047
1122,0.02893069
1123,0.02867544
1124,0.0284666
1125,0.02823456
1126,0.02801798
1127,0.02777047
1128,0.02751522
1129,0.02729478
1130,0.02708594
1131,0.02688483
1132,0.0266992
1133,0.02647488
1134,0.02624671
1135,0.02601853
1136,0.02577101
1137,0.02556604
1138,0.02534173
1139,0.02514449
1140,0.02493179
1141,0.02470748
1142,0.02449863
1143,0.0243014
1144,0.02410029
1145,0.02391465
1146,0.02374062
1147,0.02355112
1148,0.02336161
1149,0.02319532
1150,0.02305995
1151,0.02288979
1152,0.02272736
1153,0.02257653
1154,0.02239476
1155,0.02222459
1156,0.02206989
1157,0.0219152
1158,0.02177984
1159,0.02163674
1160,0.02149752
1161,0.02136989
1162,0.02121906
1163,0.02108371
1164,0.02094448
1165,0.02082072
1166,0.02068536
1167,0.02055774
1168,0.02041851
1169,0.02030635
1170,0.02019033
1171,0.02008591
1172,0.01997763
1173,0.01988094
1174,0.01978039
1175,0.0196837
1176,0.01959862
1177,0.01950193
1178,0.01940138
1179,0.01930083
1180,0.01919641
1181,0.01911132
1182,0.01904171
1183,0.0189721
1184,0.01890635
1185,0.01884834
1186,0.01879033
1187,0.01873618
1188,0.01868977
1189,0.0186395
1190,0.01861243
1191,0.01856602
1192,0.01851574
1193,0.01847707
1194,0.01843453
1195,0.01839198
1196,0.01835331
1197,0.01831077
1198,0.01827596
1199,0.01823342
1200,0.01820248
1201,0.01815994
1202,0.01812513
1203,0.01809033
1204,0.01805552
1205,0.01802071
1206,0.01798977
1207,0.01797043
1208,0.02650582
1209,0.04717716
1210,0.1066155
1211,0.2399129
1212,0.27297
1213,0.283511
1214,0.2897891
1215,0.2940521
1216,0.298315
1217,0.3015315
1218,0.3043993
1219,0.3066471
1220,0.308391
1221,0.3099024
1222,0.3111037
1223,0.3121501
1224,0.3130415
1225,0.3138553
1226,0.3152117
1227,0.316103
1228,0.3167231
1229,0.3173431
1230,0.3174207
1231,0.3179632
1232,0.318467
1233,0.3188933
1234,0.3193583
1235,0.3198234
1236,0.3201722
1237,0.3205985
1238,0.3210248
1239,0.3213348
1240,0.3221099
1241,0.3224199
1242,0.3227299
1243,0.3230399
1244,0.32335
1245,0.3236212
1246,0.3238925
1247,0.3241251
1248,0.3244351
1249,0.3247064
1250,0.3249001
1251,0.3251326
1252,0.3253652
1253,0.3255977
1254,0.3257914
1255,0.326024
1256,0.3261402
1257,0.3263728
1258,0.3265278
1259,0.3266828
1260,0.326334
1261,0.3265278
1262,0.3266828
1263,0.3267603
1264,0.326954
1265,0.3271091
1266,0.3272641
1267,0.3274191
1268,0.3275741
1269,0.3271091
1270,0.3278067
1271,0.3280779
1272,0.3287755
1273,0.3289305
1274,0.3290468
1275,0.3291243
1276,0.3292405
1277,0.3293568
1278,0.3294343
1279,0.3295893
1280,0.3292018
1281,0.329318
1282,0.3293956
1283,0.3295506
1284,0.3296281
1285,0.3297443
1286,0.3298218
1287,0.3298994
1288,0.3300156
1289,0.3301706
1290,0.3307132
1291,0.3308295
1292,0.330907
1293,0.3309457
1294,0.331062
1295,0.3311395
1296,0.331217
1297,0.3313333
1298,0.331372
1299,0.3314495
1300,0.331527
1301,0.3315658
1302,0.3316433
1303,0.3317596
1304,0.3317983
1305,0.3318371
1306,0.3318371
1307,0.3319146
1308,0.3319921
1309,0.3321083
1310,0.3316433
1311,0.331682
1312,0.3317596
1313,0.3317596
1314,0.3318371
1315,0.3318758
1316,0.3319533
1317,0.3320308
1318,0.3320696
1319,0.3321083
1320,0.3326897
1321,0.3327284
1322,0.3328059
1323,0.3328834
1324,0.3329997
1325,0.3330384
1326,0.3330384
1327,0.3331935
1328,0.3332322
1329,0.3325346
1330,0.3322633
1331,0.3323796
1332,0.3326896
1333,0.3330384
1334,0.3331935
1335,0.333736
1336,0.3338523
1337,0.3338523
1338,0.3339298
1339,0.333891
1340,0.3341236
1341,0.3336585
1342,0.3335422
1343,0.3340848
1344,0.334201
1345,0.334046
1346,0.3344723
1347,0.3347049
1348,0.3346661
1349,0.3347049
1350,0.3348211
1351,0.3344336
1352,0.334201
1353,0.3346661
1354,0.3347824
1355,0.3347048
1356,0.3346661
1357,0.3352474
1358,0.3353249
1359,0.3353249
1360,0.3351311
1361,0.3351311
1362,0.3351699
1363,0.3345886
1364,0.3346273
1365,0.3347436
1366,0.3350149
1367,0.3350924
1368,0.3351699
1369,0.3356737
1370,0.3355962
1371,0.3355962
1372,0.3355962
1373,0.3356349
1374,0.3356349
1375,0.3356737
1376,0.3351699
1377,0.3350149
1378,0.3355574
1379,0.3353637
1380,0.3353249
1381,0.3353249
1382,0.3358675
1383,0.335945
1384,0.3359062
1385,0.335945
1386,0.3359837
1387,0.3354412
1388,0.3355187
1389,0.3358675
1390,0.3361387
1391,0.3363325
1392,0.3368751
1393,0.3368363
1394,0.3369138
1395,0.3363325
1396,0.3356737
1397,0.3362162
1398,0.3365263
1399,0.3367588
1400,0.3371464
1401,0.3373013
1402,0.3373013
1403,0.3373013
1404,0.33672
1405,0.3371076
1406,0.3371851
1407,0.3370688
1408,0.3374564
1409,0.3374176
1410,0.3368751
1411,0.3368363
1412,0.3363325
1413,0.3363325
1414,0.3366813
1415,0.3367976
1416,0.336565
1417,0.3371076
1418,0.3371463
1419,0.3368751
1420,0.3365263
1421,0.3369913
1422,0.3370688
1423,0.3370301
1424,0.3368363
1425,0.3369525
1426,0.3370301
1427,0.3369913
1428,0.3369913
1429,0.3374564
1430,0.3381152
1431,0.3378439
1432,0.3383477
1433,0.3383865
1434,0.3379602
1435,0.3378439
1436,0.3382702
1437,0.3383865
1438,0.3383089
1439,0.338154
1440,0.3385802
1441,0.338619
1442,0.3380764
1443,0.3385027
1444,0.3385802
1445,0.3385027
1446,0.338309
1447,0.3388128
1448,0.3388903
1449,0.338309
1450,0.3383477
1451,0.3388128
1452,0.3388128
1453,0.338619
1454,0.339084
1455,0.3391228
1456,0.3386577
1457,0.3385028
1458,0.3390065
1459,0.3390453
1460,0.338929
1461,0.3388515
1462,0.339239
1463,0.3388515
1464,0.3386577
1465,0.3391228
1466,0.3391615
1467,0.339084
1468,0.338929
1469,0.3394328
1470,0.3393941
1471,0.3388128
1472,0.3391615
1473,0.3392778
1474,0.3391615
1475,0.3390841
1476,0.3395491
1477,0.3395491
1478,0.3390453
1479,0.3390841
1480,0.3395103
1481,0.3395879
1482,0.3393166
1483,0.3393166
1484,0.3397816
1485,0.3394328
1486,0.3391615
1487,0.3396266
1488,0.3396654
1489,0.3395879
1490,0.3394328
1491,0.3399366
1492,0.3399366
1493,0.3393941
1494,0.3393941
1495,0.3398203
1496,0.3398203
1497,0.3396266
1498,0.3400528
1499,0.3400528
1500,0.3398591
1501,0.3393165
1502,0.3397041
1503,0.3397428
1504,0.3396653
1505,0.3395103
1506,0.3400528
1507,0.3400528
1508,0.3395878
1509,0.3394328
1510,0.3398203
1511,0.3398979
1512,0.3398203
1513,0.3401691
1514,0.3401691
1515,0.3401304
1516,0.3395878
1517,0.3395491
1518,0.3399754
1519,0.3400528
1520,0.3398591
1521,0.3403629
1522,0.3403242
1523,0.3403629
1524,0.3398203
1525,0.3398203
1526,0.3402079
1527,0.3401691
1528,0.3400141
1529,0.3405179
1530,0.3402079
1531,0.3397041
1532,0.3396653
1533,0.3398203
1534,0.3397816
1535,0.3395491
1536,0.3400528
1537,0.3400528
1538,0.3400528
1539,0.3399366
1540,0.3404791
1541,0.3409055
1542,0.3409442
1543,0.3406729
1544,0.3411768
1545,0.341138
1546,0.3408279
1547,0.3405567
1548,0.340983
1549,0.3406342
1550,0.3404792
1551,0.3402854
1552,0.3407892
1553,0.340828
1554,0.3404404
1555,0.3406342
1556,0.3410992
1557,0.3410992
1558,0.340983
1559,0.341293
1560,0.341293
1561,0.3412543
1562,0.3407117
1563,0.3407117
1564,0.3410992
1565,0.3411767
1566,0.3409055
1567,0.3413705
1568,0.3413317
1569,0.3413705
1570,0.3408667
1571,0.3408279
1572,0.3412543
1573,0.341293
1574,0.340983
1575,0.3414868
1576,0.3414868
1577,0.3414868
1578,0.3409442
1579,0.3409055
1580,0.3407504
1581,0.3407892
1582,0.3405567
1583,0.3410604
1584,0.3410604
1585,0.3404791
1586,0.3403629
1587,0.3408279
1588,0.3409055
1589,0.3407892
1590,0.341603
1591,0.341603
1592,0.341603
1593,0.3411768
1594,0.340983
1595,0.341448
1596,0.3415255
1597,0.3414092
1598,0.341448
1599,0.341758
1600,0.3417193
1601,0.3411768
1602,0.341293
1603,0.3416418
1604,0.3414868
1605,0.3413705
1606,0.3419131
1607,0.3412543
1608,0.341293
1609,0.3409442
1610,0.3413317
1611,0.3417968
1612,0.3418356
1613,0.3415643
1614,0.3420293
1615,0.3419905
1616,0.3415255
1617,0.3413317
1618,0.3418356
1619,0.3411767
1620,0.3417193
1621,0.3414868
1622,0.3421456
1623,0.3421456
1624,0.3420681
1625,0.3414868
1626,0.3416805
1627,0.3419131
1628,0.3417193
1629,0.3416418
1630,0.3415643
1631,0.3415643
1632,0.3413705
1633,0.3409055
1634,0.3413317
1635,0.3413317
1636,0.3412543
1637,0.3415643
1638,0.3415255
1639,0.3414867
1640,0.3414867
1641,0.3409055
1642,0.3408279
1643,0.341293
1644,0.3413705
1645,0.341138
1646,0.3416418
1647,0.3416418
1648,0.3412543
1649,0.340983
1650,0.3419518
1651,0.3420293
1652,0.3419518
1653,0.3416805
1654,0.3417193
1655,0.3423393
1656,0.3423393
1657,0.3418356
1658,0.341758
1659,0.3421456
1660,0.3421456
1661,0.3420293
1662,0.3424944
1663,0.3424556
1664,0.3424169
1665,0.3423781
1666,0.3417968
1667,0.3417968
1668,0.3421844
1669,0.342223
1670,0.3419519
1671,0.3424556
1672,0.3424168
1673,0.3423781
1674,0.3417968
1675,0.3418743
1676,0.3422231
1677,0.3421843
1678,0.3419905
