Time(Sec),P(W/cm2)
560,0.6854893
561,0.6855695
562,0.6855294
563,0.685409
564,0.685409
565,0.6854492
566,0.6854492
567,0.685409
568,0.6854492
569,0.6855695
570,0.6866124
571,0.6867328
572,0.6865723
573,0.6869334
574,0.686813
575,0.6868932
576,0.6868531
577,0.6867328
578,0.6866124
579,0.6866124
580,0.6866124
581,0.6864921
582,0.686452
583,0.686452
584,0.6865723
585,0.6865723
586,0.6867729
587,0.6866926
588,0.6866526
589,0.6867328
590,0.6866124
591,0.6866526
592,0.6866526
593,0.6852085
594,0.6854492
595,0.6853689
596,0.6853689
597,0.6852085
598,0.6852085
599,0.6852887
600,0.684687
601,0.6848073
602,0.6849277
603,0.6850881
604,0.6852485
605,0.6850881
606,0.6849678
607,0.6858102
608,0.6858904
609,0.6859306
610,0.6874548
611,0.6874548
612,0.6873746
613,0.6872944
614,0.6872141
615,0.6872543
616,0.6870136
617,0.6869334
618,0.6869334
619,0.686813
620,0.6867729
621,0.6867328
622,0.6866526
623,0.6866124
624,0.6865723
625,0.6866124
626,0.6864921
627,0.6863717
628,0.6864119
629,0.6864921
630,0.686452
631,0.6865723
632,0.6865723
633,0.6865723
634,0.6867328
635,0.686813
636,0.6866926
637,0.6867729
638,0.6866926
639,0.6866526
640,0.6864921
641,0.6865322
642,0.686452
643,0.6865322
644,0.6863316
645,0.6862915
646,0.6861712
647,0.6861712
648,0.6861712
649,0.6863316
650,0.6861712
651,0.6862514
652,0.6861712
653,0.686131
654,0.6862113
655,0.6862113
656,0.6863316
657,0.6862915
658,0.6862113
659,0.6862514
660,0.6862915
661,0.6862113
662,0.6862514
663,0.6862915
664,0.686131
665,0.6862514
666,0.6862113
667,0.6862113
668,0.6862915
669,0.6863316
670,0.6858904
671,0.6858904
672,0.6859305
673,0.6858904
674,0.6858904
675,0.6859305
676,0.6858101
677,0.6858101
678,0.6858101
679,0.6858904
680,0.6859306
681,0.6859306
682,0.6858102
683,0.6857299
684,0.6857299
685,0.6856898
686,0.6856898
687,0.6856096
688,0.6857299
689,0.6857701
690,0.6862514
691,0.6863316
692,0.686131
693,0.686091
694,0.6860509
695,0.6861712
696,0.6861712
697,0.686131
698,0.686131
699,0.6860107
700,0.6857701
701,0.6856096
702,0.6857701
703,0.6858502
704,0.6856898
705,0.6856497
706,0.6857299
707,0.6858101
708,0.6858904
709,0.6858502
710,0.6858101
711,0.6856496
712,0.6856898
713,0.6858502
714,0.6858904
715,0.6858904
716,0.68577
717,0.6856898
718,0.6858101
719,0.6858502
720,0.6856096
721,0.6856496
722,0.6856496
723,0.6856898
724,0.68577
725,0.6860107
726,0.6858101
727,0.6858101
728,0.6856898
729,0.6856898
730,0.6863316
731,0.6864119
732,0.6866926
733,0.6866124
734,0.6864921
735,0.6864119
736,0.6864921
737,0.6863316
738,0.6864119
739,0.686452
740,0.6863316
741,0.6863316
742,0.6864119
743,0.6863717
744,0.6863717
745,0.6863316
746,0.6863316
747,0.6863316
748,0.686452
749,0.6865322
750,0.6859305
751,0.6859305
752,0.6858101
753,0.6858502
754,0.6858502
755,0.6858904
756,0.6859305
757,0.6859305
758,0.6858101
759,0.6860107
760,0.6860107
761,0.6860509
762,0.6859305
763,0.6859305
764,0.6858904
765,0.6859305
766,0.6859706
767,0.6859706
768,0.6860107
769,0.6858502
770,0.686452
771,0.6863316
772,0.686452
773,0.6862113
774,0.6862113
775,0.6862915
776,0.6863717
777,0.6863316
778,0.6862915
779,0.6862915
780,0.6863316
781,0.6864921
782,0.6865723
783,0.6864119
784,0.686452
785,0.6862915
786,0.6863316
787,0.6861712
788,0.6861712
789,0.6862514
790,0.6858102
791,0.6858502
792,0.6858904
793,0.6858502
794,0.6856898
795,0.6858102
796,0.6858502
797,0.6859706
798,0.6858904
799,0.6858102
800,0.6863316
801,0.6863316
802,0.6863717
803,0.6866124
804,0.6865723
805,0.6865723
806,0.6866124
807,0.6865322
808,0.6865723
809,0.6866124
810,0.6865723
811,0.6866926
812,0.6866526
813,0.6865322
814,0.6866526
815,0.6865723
816,0.6866124
817,0.6865322
818,0.6863717
819,0.6864119
820,0.686452
821,0.6865723
822,0.6864921
823,0.6863717
824,0.6864119
825,0.6864119
826,0.6863316
827,0.6863316
828,0.6861712
829,0.6861712
830,0.6862113
831,0.686091
832,0.6862514
833,0.6861712
834,0.6862514
835,0.6861712
836,0.6864921
837,0.6865723
838,0.686452
839,0.6866124
840,0.6865723
841,0.6866124
842,0.6866124
843,0.6865723
844,0.6865723
845,0.686452
846,0.6864921
847,0.6864119
848,0.6864119
849,0.6864119
850,0.6864119
851,0.6863717
852,0.6863316
853,0.6863316
854,0.6863316
855,0.6864119
856,0.6862915
857,0.6862113
858,0.6862514
859,0.6864921
860,0.6865322
861,0.6865723
862,0.6865322
863,0.6864921
864,0.6865322
865,0.686452
866,0.6863717
867,0.6864119
868,0.6865723
869,0.6865322
870,0.6864119
871,0.6864921
872,0.6863717
873,0.6864119
874,0.6864119
875,0.6863717
876,0.6864921
877,0.6865322
878,0.6865322
879,0.686452
880,0.6864119
881,0.686452
882,0.6865723
883,0.6865723
884,0.6867729
885,0.6868932
886,0.686813
887,0.6867328
888,0.6865723
889,0.6867328
890,0.6866526
891,0.6865322
892,0.6866526
893,0.6865723
894,0.6866124
895,0.6866124
896,0.6866926
897,0.6865723
898,0.6866526
899,0.6865723
900,0.6860107
901,0.6860107
902,0.6860107
903,0.6859706
904,0.6850079
905,0.6792716
906,0.6730139
907,0.6677991
908,0.6611803
909,0.6540401
910,0.6460174
911,0.6388371
912,0.6282872
913,0.6205052
914,0.6087519
915,0.5976805
916,0.5853656
917,0.5716067
918,0.5550397
919,0.5435672
920,0.5258371
921,0.5079062
922,0.4869669
923,0.4692768
924,0.4502228
925,0.4335757
926,0.4137997
927,0.3915366
928,0.370517
929,0.3467698
930,0.3252287
931,0.306255
932,0.2871208
933,0.2692702
934,0.2549497
935,0.2410302
936,0.2305205
937,0.2198101
938,0.2090196
939,0.199994
940,0.1924928
941,0.1851119
942,0.1796564
943,0.1737998
944,0.1671008
945,0.1613646
946,0.1561498
947,0.1518978
948,0.1489695
949,0.1455197
950,0.1424711
951,0.1393422
952,0.1359326
953,0.1338065
954,0.1315602
955,0.1293539
956,0.127268
957,0.1249815
958,0.1228154
959,0.1210905
960,0.1198069
961,0.1185634
962,0.117039
963,0.1153141
964,0.1139904
965,0.112787
966,0.1119446
967,0.1109408
968,0.10992
969,0.1090273
970,0.1080706
971,0.1071339
972,0.1063773
973,0.1057248
974,0.1050042
975,0.1041115
976,0.103399
977,0.1026464
978,0.102122
979,0.1016296
980,0.1009811
981,0.1003806
982,0.09974011
983,0.09928776
984,0.09887545
985,0.09835103
986,0.09789468
987,0.09737828
988,0.09689391
989,0.09642954
990,0.09576103
991,0.09524462
992,0.09450406
993,0.09398765
994,0.09348725
995,0.09297886
996,0.09247447
997,0.09195006
998,0.09150972
999,0.09111341
1000,0.09082117
1001,0.09039285
1002,0.08990447
1003,0.0894321
1004,0.08897574
1005,0.08863948
1006,0.0882792
1007,0.08787889
1008,0.08753462
1009,0.08714231
1010,0.08680205
1011,0.08658588
1012,0.08636972
1013,0.08607348
1014,0.08580527
1015,0.08547702
1016,0.08526485
1017,0.08500466
1018,0.08462035
1019,0.08431612
1020,0.08404391
1021,0.0837837
1022,0.08350748
1023,0.08323928
1024,0.08289101
1025,0.08259477
1026,0.08239462
1027,0.08216244
1028,0.08187822
1029,0.08159799
1030,0.08137783
1031,0.0810856
1032,0.08084141
1033,0.08051316
1034,0.08026496
1035,0.07995672
1036,0.07966049
1037,0.07939629
1038,0.07912808
1039,0.07889189
1040,0.07853562
1041,0.07833546
1042,0.07803523
1043,0.07775901
1044,0.0774908
1045,0.07718657
1046,0.07687833
1047,0.07662213
1048,0.0763259
1049,0.07607371
1050,0.07588155
1051,0.07558532
1052,0.07534113
1053,0.0750329
1054,0.07468862
1055,0.07441641
1056,0.07411217
1057,0.07383596
1058,0.07357976
1059,0.07323549
1060,0.07293126
1061,0.07258299
1062,0.07232278
1063,0.0719545
1064,0.07167428
1065,0.07130999
1066,0.07094171
1067,0.07063747
1068,0.07035325
1069,0.070033
1070,0.06971275
1071,0.06932044
1072,0.06897617
1073,0.06856786
1074,0.06829564
1075,0.06796338
1076,0.06758309
1077,0.06723482
1078,0.06683452
1079,0.06648224
1080,0.06612196
1081,0.06581772
1082,0.06549347
1083,0.06512518
1084,0.06472487
1085,0.06430454
1086,0.06395627
1087,0.06363602
1088,0.06327974
1089,0.06294348
1090,0.06247111
1091,0.06205479
1092,0.06169451
1093,0.06135425
1094,0.06098196
1095,0.06062968
1096,0.06023337
1097,0.059753
1098,0.05932067
1099,0.05896839
1100,0.0585961
1101,0.05823182
1102,0.05790356
1103,0.05747923
1104,0.0570589
1105,0.05664658
1106,0.05626228
1107,0.05590601
1108,0.05554573
1109,0.05516143
1110,0.05482917
1111,0.05439683
1112,0.0539565
1113,0.05360021
1114,0.05321992
1115,0.05285563
1116,0.05250336
1117,0.05205101
1118,0.05162668
1119,0.05117833
1120,0.05082606
1121,0.05043375
1122,0.05003745
1123,0.04966515
1124,0.04922481
1125,0.04876045
1126,0.04836014
1127,0.04795182
1128,0.04759154
1129,0.04719123
1130,0.04675489
1131,0.04633456
1132,0.04591823
1133,0.04552193
1134,0.04519367
1135,0.04481738
1136,0.04440906
1137,0.04399674
1138,0.04362445
1139,0.04322014
1140,0.04292391
1141,0.04256363
1142,0.04221936
1143,0.04182305
1144,0.04146277
1145,0.04105846
1146,0.04068616
1147,0.04035391
1148,0.03999763
1149,0.03967338
1150,0.03930109
1151,0.03890878
1152,0.03857252
1153,0.03818822
1154,0.03787598
1155,0.03753171
1156,0.03720346
1157,0.03681916
1158,0.03648289
1159,0.03615864
1160,0.03577034
1161,0.03544208
1162,0.03515386
1163,0.03481359
1164,0.03446933
1165,0.03416909
1166,0.03384484
1167,0.03356062
1168,0.03324437
1169,0.03295214
1170,0.03266392
1171,0.03237569
1172,0.03207546
1173,0.03178724
1174,0.03153504
1175,0.03123081
1176,0.03093858
1177,0.03065836
1178,0.03041817
1179,0.03014997
1180,0.02992979
1181,0.02967359
1182,0.02941739
1183,0.0291732
1184,0.028909
1185,0.02868482
1186,0.02842462
1187,0.02820845
1188,0.02796426
1189,0.02772408
1190,0.02753993
1191,0.02731175
1192,0.02710359
1193,0.02690344
1194,0.02669528
1195,0.02648711
1196,0.02629496
1197,0.0260908
1198,0.02588665
1199,0.02571851
1200,0.02550635
1201,0.0253102
1202,0.02517409
1203,0.02501397
1204,0.02487786
1205,0.02473775
1206,0.02460565
1207,0.02584261
1208,0.05597806
1209,0.1168975
1210,0.2827885
1211,0.4931043
1212,0.5240319
1213,0.5391948
1214,0.5504266
1215,0.5585296
1216,0.565389
1217,0.5706038
1218,0.5746553
1219,0.578426
1220,0.581595
1221,0.5846035
1222,0.5869702
1223,0.5892968
1224,0.5913827
1225,0.5933482
1226,0.5954341
1227,0.5971992
1228,0.5989642
1229,0.6005687
1230,0.601732
1231,0.6033767
1232,0.6048207
1233,0.6062247
1234,0.6076287
1235,0.6089525
1236,0.6102361
1237,0.6115198
1238,0.6126429
1239,0.613726
1240,0.6154107
1241,0.6164537
1242,0.6175769
1243,0.6188605
1244,0.6198233
1245,0.6207458
1246,0.6217888
1247,0.6226713
1248,0.6236341
1249,0.6245166
1250,0.625399
1251,0.6263217
1252,0.6270437
1253,0.6277256
1254,0.6284878
1255,0.6292098
1256,0.6298918
1257,0.6306138
1258,0.6312155
1259,0.6318974
1260,0.6324591
1261,0.6331009
1262,0.6337427
1263,0.6344246
1264,0.6350263
1265,0.635628
1266,0.6361495
1267,0.6366309
1268,0.6372326
1269,0.6378744
1270,0.6382755
1271,0.6387569
1272,0.6390377
1273,0.6394789
1274,0.63988
1275,0.640562
1276,0.6411637
1277,0.6416451
1278,0.6420061
1279,0.6424072
1280,0.6427282
1281,0.643049
1282,0.6434101
1283,0.6437711
1284,0.644092
1285,0.6444531
1286,0.6447338
1287,0.6450948
1288,0.645496
1289,0.6457767
1290,0.6461377
1291,0.6464587
1292,0.6468197
1293,0.6471406
1294,0.6474214
1295,0.6476621
1296,0.6479429
1297,0.6482236
1298,0.6485446
1299,0.6488655
1300,0.6491463
1301,0.6494271
1302,0.6496277
1303,0.6499084
1304,0.6502294
1305,0.6504299
1306,0.6507508
1307,0.6510316
1308,0.6512322
1309,0.6499887
1310,0.648665
1311,0.6488255
1312,0.6491463
1313,0.6492667
1314,0.6495074
1315,0.6498282
1316,0.6501492
1317,0.6507509
1318,0.6511521
1319,0.6517938
1320,0.6524757
1321,0.6536791
1322,0.6540803
1323,0.6551633
1324,0.655725
1325,0.656808
1326,0.6569684
1327,0.6570888
1328,0.6571691
1329,0.6572492
1330,0.6574097
1331,0.6576103
1332,0.6576905
1333,0.6577708
1334,0.6578509
1335,0.6579312
1336,0.6580515
1337,0.6581317
1338,0.6582521
1339,0.6583323
1340,0.6584928
1341,0.658573
1342,0.6586934
1343,0.6588538
1344,0.6589742
1345,0.6591346
1346,0.6591346
1347,0.659295
1348,0.6594154
1349,0.6594555
1350,0.6569284
1351,0.6587735
1352,0.6600572
1353,0.6602177
1354,0.6603781
1355,0.6605786
1356,0.6606589
1357,0.6607392
1358,0.6608193
1359,0.6610199
1360,0.6611803
1361,0.6612607
1362,0.6614211
1363,0.6615013
1364,0.6616618
1365,0.6617419
1366,0.6618623
1367,0.6619827
1368,0.662103
1369,0.6623036
1370,0.6624641
1371,0.6626245
1372,0.6626646
1373,0.662785
1374,0.6628652
1375,0.6629052
1376,0.6630658
1377,0.6631861
1378,0.6632662
1379,0.6634268
1380,0.6630257
1381,0.6631058
1382,0.6632663
1383,0.6633466
1384,0.6633466
1385,0.6633867
1386,0.6634669
1387,0.6636273
1388,0.6637476
1389,0.6639081
1390,0.66455
1391,0.6647104
1392,0.6647505
1393,0.6648709
1394,0.6649912
1395,0.6650714
1396,0.665272
1397,0.6653923
1398,0.6654725
1399,0.6655929
1400,0.6650714
1401,0.6651517
1402,0.6652318
1403,0.6653121
1404,0.6653923
1405,0.6653521
1406,0.6653521
1407,0.6654325
1408,0.6655527
1409,0.6657533
1410,0.6654325
1411,0.6655527
1412,0.6655929
1413,0.6657132
1414,0.6657935
1415,0.665994
1416,0.6661143
1417,0.6662347
1418,0.6665155
1419,0.6667562
1420,0.667719
1421,0.6676788
1422,0.667759
1423,0.6677992
1424,0.6678393
1425,0.6678393
1426,0.6678393
1427,0.6679997
1428,0.6679194
1429,0.6680398
1430,0.6680398
1431,0.66812
1432,0.66812
1433,0.6682003
1434,0.6682404
1435,0.6683607
1436,0.668441
1437,0.6685211
1438,0.6686816
1439,0.6687217
1440,0.6687619
1441,0.6688822
1442,0.6687619
1443,0.6687619
1444,0.668802
1445,0.6688421
1446,0.6689223
1447,0.6689625
1448,0.6691229
1449,0.6691229
1450,0.669163
1451,0.669163
1452,0.6692031
1453,0.6693235
1454,0.6693636
1455,0.6694438
1456,0.6694037
1457,0.6694438
1458,0.6695241
1459,0.6695241
1460,0.6690427
1461,0.6690427
1462,0.669163
1463,0.669163
1464,0.6692031
1465,0.6692031
1466,0.6693635
1467,0.6694839
1468,0.6696845
1469,0.6696845
1470,0.6694036
1471,0.6694036
1472,0.669524
1473,0.669564
1474,0.6696444
1475,0.6696844
1476,0.6696844
1477,0.6697647
1478,0.669885
1479,0.6700856
1480,0.6710484
1481,0.6710484
1482,0.6710884
1483,0.671289
1484,0.6714094
1485,0.6713693
1486,0.6714094
1487,0.6714495
1488,0.6713291
1489,0.6714094
1490,0.6714094
1491,0.6714495
1492,0.6714094
1493,0.6714094
1494,0.6714896
1495,0.6715297
1496,0.67161
1497,0.6717704
1498,0.6718506
1499,0.6718506
1500,0.6718506
1501,0.6718907
1502,0.6719309
1503,0.671971
1504,0.672011
1505,0.6719309
1506,0.6720512
1507,0.672011
1508,0.672011
1509,0.6720512
1510,0.6712489
1511,0.6713291
1512,0.6713693
1513,0.6714494
1514,0.6715698
1515,0.6716901
1516,0.6717303
1517,0.67165
1518,0.67165
1519,0.6716901
1520,0.6721315
1521,0.6724523
1522,0.6725726
1523,0.6724523
1524,0.6724523
1525,0.6725326
1526,0.6726127
1527,0.6726529
1528,0.6725326
1529,0.6725326
1530,0.6729739
1531,0.6731343
1532,0.6732145
1533,0.6732546
1534,0.673415
1535,0.6734953
1536,0.6735755
1537,0.6736557
1538,0.6735755
1539,0.6736557
1540,0.6735755
1541,0.6735755
1542,0.6735354
1543,0.6735354
1544,0.6736156
1545,0.673736
1546,0.6738162
1547,0.6738563
1548,0.673736
1549,0.673776
1550,0.6738964
1551,0.6739365
1552,0.674097
1553,0.6741371
1554,0.6741371
1555,0.6740569
1556,0.6741371
1557,0.6740569
1558,0.6741773
1559,0.6741773
1560,0.674097
1561,0.6740569
1562,0.6740168
1563,0.6740168
1564,0.6739766
1565,0.6739766
1566,0.6741773
1567,0.6742574
1568,0.6742173
1569,0.6742574
1570,0.6742574
1571,0.6742574
1572,0.6743778
1573,0.6746586
1574,0.6745783
1575,0.6746185
1576,0.6744981
1577,0.6744179
1578,0.6743778
1579,0.6743377
1580,0.6733349
1581,0.6732546
1582,0.6732947
1583,0.6733749
1584,0.6733349
1585,0.6733749
1586,0.6734552
1587,0.6732947
1588,0.6733349
1589,0.6734552
1590,0.673776
1591,0.6738162
1592,0.6738964
1593,0.6738162
1594,0.673776
1595,0.6738563
1596,0.6740168
1597,0.674097
1598,0.6740568
1599,0.674097
1600,0.6750597
1601,0.6748591
1602,0.674819
1603,0.6748591
1604,0.6748591
1605,0.6748591
1606,0.6748591
1607,0.6749794
1608,0.6748993
1609,0.6749394
1610,0.6740168
1611,0.6740168
1612,0.6740168
1613,0.6739766
1614,0.6740568
1615,0.6740168
1616,0.674097
1617,0.6741772
1618,0.674097
1619,0.6741371
1620,0.67518
1621,0.6750998
1622,0.6733749
1623,0.6740168
1624,0.6740168
1625,0.674097
1626,0.6742173
1627,0.6742574
1628,0.6742976
1629,0.6743377
1630,0.6743377
1631,0.6743778
1632,0.6742976
1633,0.6745783
1634,0.6748993
1635,0.6763433
1636,0.6764236
1637,0.6765038
1638,0.6765439
1639,0.6764637
1640,0.6765439
1641,0.6764236
1642,0.6763033
1643,0.6764637
1644,0.6764637
1645,0.6765439
1646,0.6767445
1647,0.6766242
1648,0.6766242
1649,0.676584
1650,0.6761027
1651,0.6761027
1652,0.6761428
1653,0.6761428
1654,0.6761828
1655,0.6761828
1656,0.6760625
1657,0.6760625
1658,0.6761428
1659,0.6761027
1660,0.676584
1661,0.6766242
1662,0.6764637
1663,0.6763033
1664,0.6748993
1665,0.6749794
1666,0.6746586
1667,0.6745783
1668,0.6746586
1669,0.6746987
1670,0.674779
1671,0.6755411
1672,0.6767846
1673,0.6767445
1674,0.6768649
1675,0.6768649
1676,0.6767044
1677,0.6767846
1678,0.6767044
1679,0.6766642
1680,0.6759824
1681,0.6761428
